Iteration,Avg Residual,Avg Error
2436,-0.0180089,0.0806654
2437,-0.0180071,0.0806609
2438,-0.0180053,0.0806565
2439,-0.0180035,0.080652
2440,-0.0180016,0.0806476
2441,-0.0179998,0.0806432
2442,-0.017998,0.0806387
2443,-0.0179962,0.0806343
2444,-0.0179944,0.0806299
2445,-0.0179926,0.0806254
2446,-0.0179907,0.080621
2447,-0.0179889,0.0806166
2448,-0.0179871,0.0806122
2449,-0.0179853,0.0806078
2450,-0.0179835,0.0806034
2451,-0.0179817,0.080599
2452,-0.0179799,0.0805946
2453,-0.0179781,0.0805902
2454,-0.0179763,0.0805858
2455,-0.0179745,0.0805814
2456,-0.0179727,0.0805771
2457,-0.0179709,0.0805727
2458,-0.0179691,0.0805683
2459,-0.0179673,0.080564
2460,-0.0179655,0.0805596
2461,-0.0179637,0.0805552
2462,-0.0179619,0.0805509
2463,-0.0179601,0.0805465
2464,-0.0179583,0.0805422
2465,-0.0179566,0.0805378
2466,-0.0179548,0.0805335
2467,-0.017953,0.0805291
2468,-0.0179512,0.0805248
2469,-0.0179494,0.0805205
2470,-0.0179476,0.0805162
2471,-0.0179459,0.0805118
2472,-0.0179441,0.0805075
2473,-0.0179423,0.0805032
2474,-0.0179405,0.0804989
2475,-0.0179388,0.0804946
2476,-0.017937,0.0804903
2477,-0.0179352,0.080486
2478,-0.0179335,0.0804817
2479,-0.0179317,0.0804774
2480,-0.0179299,0.0804731
2481,-0.0179282,0.0804688
2482,-0.0179264,0.0804645
2483,-0.0179246,0.0804602
2484,-0.0179229,0.080456
2485,-0.0179211,0.0804517
2486,-0.0179194,0.0804474
2487,-0.0179176,0.0804432
2488,-0.0179158,0.0804389
2489,-0.0179141,0.0804346
2490,-0.0179123,0.0804304
2491,-0.0179106,0.0804261
2492,-0.0179088,0.0804219
2493,-0.0179071,0.0804176
2494,-0.0179053,0.0804134
2495,-0.0179036,0.0804092
2496,-0.0179019,0.0804049
2497,-0.0179001,0.0804007
2498,-0.0178984,0.0803965
2499,-0.0178966,0.0803923
2500,-0.0178949,0.080388
2501,-0.0178932,0.0803838
2502,-0.0178914,0.0803796
2503,-0.0178897,0.0803754
2504,-0.0178879,0.0803712
2505,-0.0178862,0.080367
2506,-0.0178845,0.0803628
2507,-0.0178828,0.0803586
2508,-0.017881,0.0803544
2509,-0.0178793,0.0803502
2510,-0.0178776,0.0803461
2511,-0.0178758,0.0803419
2512,-0.0178741,0.0803377
2513,-0.0178724,0.0803335
2514,-0.0178707,0.0803294
2515,-0.017869,0.0803252
2516,-0.0178672,0.0803211
2517,-0.0178655,0.0803169
2518,-0.0178638,0.0803127
2519,-0.0178621,0.0803086
2520,-0.0178604,0.0803044
2521,-0.0178587,0.0803003
2522,-0.017857,0.0802962
2523,-0.0178553,0.080292
2524,-0.0178536,0.0802879
2525,-0.0178518,0.0802838
2526,-0.0178501,0.0802796
2527,-0.0178484,0.0802755
2528,-0.0178467,0.0802714
2529,-0.017845,0.0802673
2530,-0.0178433,0.0802632
2531,-0.0178416,0.0802591
2532,-0.0178399,0.080255
2533,-0.0178382,0.0802509
2534,-0.0178366,0.0802468
2535,-0.0178349,0.0802427
2536,-0.0178332,0.0802386
2537,-0.0178315,0.0802345
2538,-0.0178298,0.0802304
2539,-0.0178281,0.0802263
2540,-0.0178264,0.0802223
2541,-0.0178247,0.0802182
2542,-0.017823,0.0802141
2543,-0.0178214,0.08021
2544,-0.0178197,0.080206
2545,-0.017818,0.0802019
2546,-0.0178163,0.0801979
2547,-0.0178146,0.0801938
2548,-0.017813,0.0801898
2549,-0.0178113,0.0801857
2550,-0.0178096,0.0801817
2551,-0.017808,0.0801776
2552,-0.0178063,0.0801736
2553,-0.0178046,0.0801696
2554,-0.0178029,0.0801655
2555,-0.0178013,0.0801615
2556,-0.0177996,0.0801575
2557,-0.0177979,0.0801535
2558,-0.0177963,0.0801495
2559,-0.0177946,0.0801455
2560,-0.017793,0.0801414
2561,-0.0177913,0.0801374
2562,-0.0177896,0.0801334
2563,-0.017788,0.0801294
2564,-0.0177863,0.0801254
2565,-0.0177847,0.0801215
2566,-0.017783,0.0801175
2567,-0.0177814,0.0801135
2568,-0.0177797,0.0801095
2569,-0.0177781,0.0801055
2570,-0.0177764,0.0801016
2571,-0.0177748,0.0800976
2572,-0.0177731,0.0800936
2573,-0.0177715,0.0800896
2574,-0.0177698,0.0800857
2575,-0.0177682,0.0800817
2576,-0.0177666,0.0800778
2577,-0.0177649,0.0800738
2578,-0.0177633,0.0800699
2579,-0.0177617,0.0800659
2580,-0.01776,0.080062
2581,-0.0177584,0.0800581
2582,-0.0177567,0.0800541
2583,-0.0177551,0.0800502
2584,-0.0177535,0.0800463
2585,-0.0177519,0.0800423
2586,-0.0177502,0.0800384
2587,-0.0177486,0.0800345
2588,-0.017747,0.0800306
2589,-0.0177454,0.0800267
2590,-0.0177437,0.0800228
2591,-0.0177421,0.0800189
2592,-0.0177405,0.080015
2593,-0.0177389,0.0800111
2594,-0.0177373,0.0800072
2595,-0.0177356,0.0800033
2596,-0.017734,0.0799994
2597,-0.0177324,0.0799955
2598,-0.0177308,0.0799916
2599,-0.0177292,0.0799877
2600,-0.0177276,0.0799839
2601,-0.017726,0.07998
2602,-0.0177244,0.0799761
2603,-0.0177227,0.0799723
2604,-0.0177211,0.0799684
2605,-0.0177195,0.0799645
2606,-0.0177179,0.0799607
2607,-0.0177163,0.0799568
2608,-0.0177147,0.079953
2609,-0.0177131,0.0799491
2610,-0.0177115,0.0799453
2611,-0.0177099,0.0799415
2612,-0.0177083,0.0799376
2613,-0.0177067,0.0799338
2614,-0.0177052,0.07993
2615,-0.0177036,0.0799261
2616,-0.017702,0.0799223
2617,-0.0177004,0.0799185
2618,-0.0176988,0.0799147
2619,-0.0176972,0.0799109
2620,-0.0176956,0.0799071
2621,-0.017694,0.0799032
2622,-0.0176924,0.0798994
2623,-0.0176909,0.0798956
2624,-0.0176893,0.0798918
2625,-0.0176877,0.0798881
2626,-0.0176861,0.0798843
2627,-0.0176845,0.0798805
2628,-0.017683,0.0798767
2629,-0.0176814,0.0798729
2630,-0.0176798,0.0798691
2631,-0.0176782,0.0798654
2632,-0.0176767,0.0798616
2633,-0.0176751,0.0798578
2634,-0.0176735,0.079854
2635,-0.017672,0.0798503
2636,-0.0176704,0.0798465
2637,-0.0176688,0.0798428
2638,-0.0176673,0.079839
2639,-0.0176657,0.0798353
2640,-0.0176641,0.0798315
2641,-0.0176626,0.0798278
2642,-0.017661,0.079824
2643,-0.0176595,0.0798203
2644,-0.0176579,0.0798166
2645,-0.0176564,0.0798128
2646,-0.0176548,0.0798091
2647,-0.0176532,0.0798054
2648,-0.0176517,0.0798017
2649,-0.0176501,0.0797979
2650,-0.0176486,0.0797942
2651,-0.017647,0.0797905
2652,-0.0176455,0.0797868
2653,-0.0176439,0.0797831
2654,-0.0176424,0.0797794
2655,-0.0176409,0.0797757
2656,-0.0176393,0.079772
2657,-0.0176378,0.0797683
2658,-0.0176362,0.0797646
2659,-0.0176347,0.0797609
2660,-0.0176332,0.0797572
2661,-0.0176316,0.0797536
2662,-0.0176301,0.0797499
2663,-0.0176285,0.0797462
2664,-0.017627,0.0797425
2665,-0.0176255,0.0797389
2666,-0.0176239,0.0797352
2667,-0.0176224,0.0797315
2668,-0.0176209,0.0797279
2669,-0.0176194,0.0797242
2670,-0.0176178,0.0797206
2671,-0.0176163,0.0797169
2672,-0.0176148,0.0797133
2673,-0.0176133,0.0797096
2674,-0.0176117,0.079706
2675,-0.0176102,0.0797023
2676,-0.0176087,0.0796987
2677,-0.0176072,0.0796951
2678,-0.0176057,0.0796914
2679,-0.0176041,0.0796878
2680,-0.0176026,0.0796842
2681,-0.0176011,0.0796806
2682,-0.0175996,0.0796769
2683,-0.0175981,0.0796733
2684,-0.0175966,0.0796697
2685,-0.0175951,0.0796661
2686,-0.0175936,0.0796625
2687,-0.017592,0.0796589
2688,-0.0175905,0.0796553
2689,-0.017589,0.0796517
2690,-0.0175875,0.0796481
2691,-0.017586,0.0796445
2692,-0.0175845,0.0796409
2693,-0.017583,0.0796373
2694,-0.0175815,0.0796338
2695,-0.01758,0.0796302
2696,-0.0175785,0.0796266
2697,-0.017577,0.079623
2698,-0.0175755,0.0796195
2699,-0.017574,0.0796159
2700,-0.0175726,0.0796123
2701,-0.0175711,0.0796088
2702,-0.0175696,0.0796052
2703,-0.0175681,0.0796017
2704,-0.0175666,0.0795981
2705,-0.0175651,0.0795946
2706,-0.0175636,0.079591
2707,-0.0175621,0.0795875
2708,-0.0175607,0.0795839
2709,-0.0175592,0.0795804
2710,-0.0175577,0.0795769
2711,-0.0175562,0.0795733
2712,-0.0175547,0.0795698
2713,-0.0175533,0.0795663
2714,-0.0175518,0.0795627
2715,-0.0175503,0.0795592
2716,-0.0175488,0.0795557
2717,-0.0175474,0.0795522
2718,-0.0175459,0.0795487
2719,-0.0175444,0.0795452
2720,-0.0175429,0.0795417
2721,-0.0175415,0.0795382
2722,-0.01754,0.0795347
2723,-0.0175385,0.0795312
2724,-0.0175371,0.0795277
2725,-0.0175356,0.0795242
2726,-0.0175341,0.0795207
2727,-0.0175327,0.0795172
2728,-0.0175312,0.0795137
2729,-0.0175298,0.0795103
2730,-0.0175283,0.0795068
2731,-0.0175268,0.0795033
2732,-0.0175254,0.0794998
2733,-0.0175239,0.0794964
2734,-0.0175225,0.0794929
2735,-0.017521,0.0794894
2736,-0.0175196,0.079486
2737,-0.0175181,0.0794825
2738,-0.0175167,0.0794791
2739,-0.0175152,0.0794756
2740,-0.0175138,0.0794722
2741,-0.0175123,0.0794687
2742,-0.0175109,0.0794653
2743,-0.0175094,0.0794618
2744,-0.017508,0.0794584
2745,-0.0175065,0.079455
2746,-0.0175051,0.0794515
2747,-0.0175037,0.0794481
2748,-0.0175022,0.0794447
2749,-0.0175008,0.0794413
2750,-0.0174993,0.0794379
2751,-0.0174979,0.0794344
2752,-0.0174965,0.079431
2753,-0.017495,0.0794276
2754,-0.0174936,0.0794242
2755,-0.0174922,0.0794208
2756,-0.0174907,0.0794174
2757,-0.0174893,0.079414
2758,-0.0174879,0.0794106
2759,-0.0174865,0.0794072
2760,-0.017485,0.0794038
2761,-0.0174836,0.0794004
2762,-0.0174822,0.079397
2763,-0.0174808,0.0793937
2764,-0.0174793,0.0793903
2765,-0.0174779,0.0793869
2766,-0.0174765,0.0793835
2767,-0.0174751,0.0793802
2768,-0.0174737,0.0793768
2769,-0.0174722,0.0793734
2770,-0.0174708,0.0793701
2771,-0.0174694,0.0793667
2772,-0.017468,0.0793633
2773,-0.0174666,0.07936
2774,-0.0174652,0.0793566
2775,-0.0174638,0.0793533
2776,-0.0174624,0.0793499
2777,-0.0174609,0.0793466
2778,-0.0174595,0.0793432
2779,-0.0174581,0.0793399
2780,-0.0174567,0.0793366
2781,-0.0174553,0.0793332
2782,-0.0174539,0.0793299
2783,-0.0174525,0.0793266
2784,-0.0174511,0.0793233
2785,-0.0174497,0.0793199
2786,-0.0174483,0.0793166
2787,-0.0174469,0.0793133
2788,-0.0174455,0.07931
2789,-0.0174441,0.0793067
2790,-0.0174427,0.0793034
2791,-0.0174413,0.0793001
2792,-0.0174399,0.0792968
2793,-0.0174386,0.0792935
2794,-0.0174372,0.0792902
2795,-0.0174358,0.0792869
2796,-0.0174344,0.0792836
2797,-0.017433,0.0792803
2798,-0.0174316,0.079277
2799,-0.0174302,0.0792737
2800,-0.0174288,0.0792704
2801,-0.0174275,0.0792672
2802,-0.0174261,0.0792639
2803,-0.0174247,0.0792606
2804,-0.0174233,0.0792573
2805,-0.0174219,0.0792541
2806,-0.0174206,0.0792508
2807,-0.0174192,0.0792475
2808,-0.0174178,0.0792443
2809,-0.0174164,0.079241
2810,-0.0174151,0.0792378
2811,-0.0174137,0.0792345
2812,-0.0174123,0.0792313
2813,-0.0174109,0.079228
2814,-0.0174096,0.0792248
2815,-0.0174082,0.0792215
2816,-0.0174068,0.0792183
2817,-0.0174055,0.0792151
2818,-0.0174041,0.0792118
2819,-0.0174027,0.0792086
2820,-0.0174014,0.0792054
2821,-0.0174,0.0792021
2822,-0.0173987,0.0791989
2823,-0.0173973,0.0791957
2824,-0.0173959,0.0791925
2825,-0.0173946,0.0791893
2826,-0.0173932,0.079186
2827,-0.0173919,0.0791828
2828,-0.0173905,0.0791796
2829,-0.0173891,0.0791764
2830,-0.0173878,0.0791732
2831,-0.0173864,0.07917
2832,-0.0173851,0.0791668
2833,-0.0173837,0.0791636
2834,-0.0173824,0.0791604
2835,-0.017381,0.0791573
2836,-0.0173797,0.0791541
2837,-0.0173783,0.0791509
2838,-0.017377,0.0791477
2839,-0.0173757,0.0791445
2840,-0.0173743,0.0791414
2841,-0.017373,0.0791382
2842,-0.0173716,0.079135
2843,-0.0173703,0.0791318
2844,-0.017369,0.0791287
2845,-0.0173676,0.0791255
2846,-0.0173663,0.0791224
2847,-0.0173649,0.0791192
2848,-0.0173636,0.079116
2849,-0.0173623,0.0791129
2850,-0.0173609,0.0791097
2851,-0.0173596,0.0791066
2852,-0.0173583,0.0791034
2853,-0.0173569,0.0791003
2854,-0.0173556,0.0790972
2855,-0.0173543,0.079094
2856,-0.017353,0.0790909
2857,-0.0173516,0.0790878
2858,-0.0173503,0.0790846
2859,-0.017349,0.0790815
2860,-0.0173477,0.0790784
2861,-0.0173463,0.0790753
2862,-0.017345,0.0790721
2863,-0.0173437,0.079069
2864,-0.0173424,0.0790659
2865,-0.0173411,0.0790628
2866,-0.0173397,0.0790597
2867,-0.0173384,0.0790566
2868,-0.0173371,0.0790535
2869,-0.0173358,0.0790504
2870,-0.0173345,0.0790473
2871,-0.0173332,0.0790442
2872,-0.0173318,0.0790411
2873,-0.0173305,0.079038
2874,-0.0173292,0.0790349
2875,-0.0173279,0.0790318
2876,-0.0173266,0.0790287
2877,-0.0173253,0.0790256
2878,-0.017324,0.0790226
2879,-0.0173227,0.0790195
2880,-0.0173214,0.0790164
2881,-0.0173201,0.0790133
2882,-0.0173188,0.0790103
2883,-0.0173175,0.0790072
2884,-0.0173162,0.0790041
2885,-0.0173149,0.0790011
2886,-0.0173136,0.078998
2887,-0.0173123,0.078995
2888,-0.017311,0.0789919
2889,-0.0173097,0.0789889
2890,-0.0173084,0.0789858
2891,-0.0173071,0.0789828
2892,-0.0173058,0.0789797
2893,-0.0173045,0.0789767
2894,-0.0173032,0.0789736
2895,-0.0173019,0.0789706
2896,-0.0173007,0.0789676
2897,-0.0172994,0.0789645
2898,-0.0172981,0.0789615
2899,-0.0172968,0.0789585
2900,-0.0172955,0.0789555
2901,-0.0172942,0.0789524
2902,-0.0172929,0.0789494
2903,-0.0172917,0.0789464
2904,-0.0172904,0.0789434
2905,-0.0172891,0.0789404
2906,-0.0172878,0.0789374
2907,-0.0172865,0.0789344
2908,-0.0172853,0.0789314
2909,-0.017284,0.0789283
2910,-0.0172827,0.0789253
2911,-0.0172814,0.0789223
2912,-0.0172802,0.0789194
2913,-0.0172789,0.0789164
2914,-0.0172776,0.0789134
2915,-0.0172764,0.0789104
2916,-0.0172751,0.0789074
2917,-0.0172738,0.0789044
2918,-0.0172726,0.0789014
2919,-0.0172713,0.0788985
2920,-0.01727,0.0788955
2921,-0.0172688,0.0788925
2922,-0.0172675,0.0788895
2923,-0.0172662,0.0788866
2924,-0.017265,0.0788836
2925,-0.0172637,0.0788806
2926,-0.0172624,0.0788777
2927,-0.0172612,0.0788747
2928,-0.0172599,0.0788718
2929,-0.0172587,0.0788688
2930,-0.0172574,0.0788658
2931,-0.0172562,0.0788629
2932,-0.0172549,0.07886
2933,-0.0172536,0.078857
2934,-0.0172524,0.0788541
2935,-0.0172511,0.0788511
2936,-0.0172499,0.0788482
2937,-0.0172486,0.0788453
2938,-0.0172474,0.0788423
2939,-0.0172461,0.0788394
2940,-0.0172449,0.0788365
2941,-0.0172437,0.0788335
2942,-0.0172424,0.0788306
2943,-0.0172412,0.0788277
2944,-0.0172399,0.0788248
2945,-0.0172387,0.0788219
2946,-0.0172374,0.0788189
2947,-0.0172362,0.078816
2948,-0.017235,0.0788131
2949,-0.0172337,0.0788102
2950,-0.0172325,0.0788073
2951,-0.0172312,0.0788044
2952,-0.01723,0.0788015
2953,-0.0172288,0.0787986
2954,-0.0172275,0.0787957
2955,-0.0172263,0.0787928
2956,-0.0172251,0.0787899
2957,-0.0172238,0.078787
2958,-0.0172226,0.0787841
2959,-0.0172214,0.0787813
2960,-0.0172201,0.0787784
2961,-0.0172189,0.0787755
2962,-0.0172177,0.0787726
2963,-0.0172165,0.0787698
2964,-0.0172152,0.0787669
2965,-0.017214,0.078764
2966,-0.0172128,0.0787611
2967,-0.0172116,0.0787583
2968,-0.0172103,0.0787554
2969,-0.0172091,0.0787526
2970,-0.0172079,0.0787497
2971,-0.0172067,0.0787468
2972,-0.0172055,0.078744
2973,-0.0172043,0.0787411
2974,-0.017203,0.0787383
2975,-0.0172018,0.0787354
2976,-0.0172006,0.0787326
2977,-0.0171994,0.0787297
2978,-0.0171982,0.0787269
2979,-0.017197,0.0787241
2980,-0.0171958,0.0787212
2981,-0.0171945,0.0787184
2982,-0.0171933,0.0787156
2983,-0.0171921,0.0787127
2984,-0.0171909,0.0787099
2985,-0.0171897,0.0787071
2986,-0.0171885,0.0787043
2987,-0.0171873,0.0787014
2988,-0.0171861,0.0786986
2989,-0.0171849,0.0786958
2990,-0.0171837,0.078693
2991,-0.0171825,0.0786902
2992,-0.0171813,0.0786874
2993,-0.0171801,0.0786846
2994,-0.0171789,0.0786818
2995,-0.0171777,0.078679
2996,-0.0171765,0.0786762
2997,-0.0171753,0.0786734
2998,-0.0171741,0.0786706
2999,-0.0171729,0.0786678
3000,-0.0171717,0.078665
3001,-0.0171705,0.0786622
3002,-0.0171693,0.0786594
3003,-0.0171681,0.0786566
3004,-0.017167,0.0786538
3005,-0.0171658,0.0786511
3006,-0.0171646,0.0786483
3007,-0.0171634,0.0786455
3008,-0.0171622,0.0786427
3009,-0.017161,0.07864
3010,-0.0171598,0.0786372
3011,-0.0171587,0.0786344
3012,-0.0171575,0.0786317
3013,-0.0171563,0.0786289
3014,-0.0171551,0.0786261
3015,-0.0171539,0.0786234
3016,-0.0171527,0.0786206
3017,-0.0171516,0.0786179
3018,-0.0171504,0.0786151
3019,-0.0171492,0.0786124
3020,-0.017148,0.0786096
3021,-0.0171469,0.0786069
3022,-0.0171457,0.0786041
3023,-0.0171445,0.0786014
3024,-0.0171433,0.0785987
3025,-0.0171422,0.0785959
3026,-0.017141,0.0785932
3027,-0.0171398,0.0785905
3028,-0.0171387,0.0785877
3029,-0.0171375,0.078585
3030,-0.0171363,0.0785823
3031,-0.0171352,0.0785796
3032,-0.017134,0.0785768
3033,-0.0171328,0.0785741
3034,-0.0171317,0.0785714
3035,-0.0171305,0.0785687
3036,-0.0171293,0.078566
3037,-0.0171282,0.0785633
3038,-0.017127,0.0785606
3039,-0.0171259,0.0785579
3040,-0.0171247,0.0785552
3041,-0.0171235,0.0785525
3042,-0.0171224,0.0785498
3043,-0.0171212,0.0785471
3044,-0.0171201,0.0785444
3045,-0.0171189,0.0785417
3046,-0.0171178,0.078539
3047,-0.0171166,0.0785363
3048,-0.0171155,0.0785336
3049,-0.0171143,0.0785309
3050,-0.0171132,0.0785282
3051,-0.017112,0.0785256
3052,-0.0171109,0.0785229
3053,-0.0171097,0.0785202
3054,-0.0171086,0.0785175
3055,-0.0171074,0.0785149
3056,-0.0171063,0.0785122
3057,-0.0171051,0.0785095
3058,-0.017104,0.0785069
3059,-0.0171028,0.0785042
3060,-0.0171017,0.0785015
3061,-0.0171006,0.0784989
3062,-0.0170994,0.0784962
3063,-0.0170983,0.0784936
3064,-0.0170971,0.0784909
3065,-0.017096,0.0784883
3066,-0.0170949,0.0784856
3067,-0.0170937,0.078483
3068,-0.0170926,0.0784803
3069,-0.0170915,0.0784777
3070,-0.0170903,0.078475
3071,-0.0170892,0.0784724
3072,-0.0170881,0.0784698
3073,-0.0170869,0.0784671
3074,-0.0170858,0.0784645
3075,-0.0170847,0.0784619
3076,-0.0170835,0.0784593
3077,-0.0170824,0.0784566
3078,-0.0170813,0.078454
3079,-0.0170802,0.0784514
3080,-0.017079,0.0784488
3081,-0.0170779,0.0784461
3082,-0.0170768,0.0784435
3083,-0.0170757,0.0784409
3084,-0.0170745,0.0784383
3085,-0.0170734,0.0784357
3086,-0.0170723,0.0784331
3087,-0.0170712,0.0784305
3088,-0.0170701,0.0784279
3089,-0.0170689,0.0784253
3090,-0.0170678,0.0784227
3091,-0.0170667,0.0784201
3092,-0.0170656,0.0784175
3093,-0.0170645,0.0784149
3094,-0.0170634,0.0784123
3095,-0.0170623,0.0784097
3096,-0.0170611,0.0784071
3097,-0.01706,0.0784046
3098,-0.0170589,0.078402
3099,-0.0170578,0.0783994
3100,-0.0170567,0.0783968
3101,-0.0170556,0.0783942
3102,-0.0170545,0.0783917
3103,-0.0170534,0.0783891
3104,-0.0170523,0.0783865
3105,-0.0170512,0.078384
3106,-0.0170501,0.0783814
3107,-0.017049,0.0783788
3108,-0.0170479,0.0783763
3109,-0.0170468,0.0783737
3110,-0.0170457,0.0783712
3111,-0.0170446,0.0783686
3112,-0.0170435,0.078366
3113,-0.0170424,0.0783635
3114,-0.0170413,0.0783609
3115,-0.0170402,0.0783584
3116,-0.0170391,0.0783558
3117,-0.017038,0.0783533
3118,-0.0170369,0.0783508
3119,-0.0170358,0.0783482
3120,-0.0170347,0.0783457
3121,-0.0170336,0.0783431
3122,-0.0170325,0.0783406
3123,-0.0170314,0.0783381
3124,-0.0170303,0.0783356
3125,-0.0170292,0.078333
3126,-0.0170281,0.0783305
3127,-0.0170271,0.078328
3128,-0.017026,0.0783255
3129,-0.0170249,0.0783229
3130,-0.0170238,0.0783204
3131,-0.0170227,0.0783179
3132,-0.0170216,0.0783154
3133,-0.0170205,0.0783129
3134,-0.0170195,0.0783104
3135,-0.0170184,0.0783079
3136,-0.0170173,0.0783054
3137,-0.0170162,0.0783028
3138,-0.0170151,0.0783003
3139,-0.0170141,0.0782978
3140,-0.017013,0.0782953
3141,-0.0170119,0.0782929
3142,-0.0170108,0.0782904
3143,-0.0170098,0.0782879
3144,-0.0170087,0.0782854
3145,-0.0170076,0.0782829
3146,-0.0170065,0.0782804
3147,-0.0170055,0.0782779
3148,-0.0170044,0.0782754
3149,-0.0170033,0.078273
3150,-0.0170023,0.0782705
3151,-0.0170012,0.078268
3152,-0.0170001,0.0782655
3153,-0.0169991,0.078263
3154,-0.016998,0.0782606
3155,-0.0169969,0.0782581
3156,-0.0169959,0.0782556
3157,-0.0169948,0.0782532
3158,-0.0169937,0.0782507
3159,-0.0169927,0.0782483
3160,-0.0169916,0.0782458
3161,-0.0169905,0.0782433
3162,-0.0169895,0.0782409
3163,-0.0169884,0.0782384
3164,-0.0169874,0.078236
3165,-0.0169863,0.0782335
3166,-0.0169852,0.0782311
3167,-0.0169842,0.0782286
3168,-0.0169831,0.0782262
3169,-0.0169821,0.0782237
3170,-0.016981,0.0782213
3171,-0.01698,0.0782189
3172,-0.0169789,0.0782164
3173,-0.0169779,0.078214
3174,-0.0169768,0.0782116
3175,-0.0169758,0.0782091
3176,-0.0169747,0.0782067
3177,-0.0169737,0.0782043
3178,-0.0169726,0.0782019
3179,-0.0169716,0.0781994
3180,-0.0169705,0.078197
3181,-0.0169695,0.0781946
3182,-0.0169684,0.0781922
3183,-0.0169674,0.0781898
3184,-0.0169663,0.0781873
3185,-0.0169653,0.0781849
3186,-0.0169643,0.0781825
3187,-0.0169632,0.0781801
3188,-0.0169622,0.0781777
3189,-0.0169611,0.0781753
3190,-0.0169601,0.0781729
3191,-0.0169591,0.0781705
3192,-0.016958,0.0781681
3193,-0.016957,0.0781657
3194,-0.0169559,0.0781633
3195,-0.0169549,0.0781609
3196,-0.0169539,0.0781585
3197,-0.0169528,0.0781561
3198,-0.0169518,0.0781537
3199,-0.0169508,0.0781514
3200,-0.0169497,0.078149
3201,-0.0169487,0.0781466
3202,-0.0169477,0.0781442
3203,-0.0169467,0.0781418
3204,-0.0169456,0.0781395
3205,-0.0169446,0.0781371
3206,-0.0169436,0.0781347
3207,-0.0169425,0.0781323
3208,-0.0169415,0.07813
3209,-0.0169405,0.0781276
3210,-0.0169395,0.0781252
3211,-0.0169384,0.0781229
3212,-0.0169374,0.0781205
3213,-0.0169364,0.0781182
3214,-0.0169354,0.0781158
3215,-0.0169344,0.0781134
3216,-0.0169333,0.0781111
3217,-0.0169323,0.0781087
3218,-0.0169313,0.0781064
3219,-0.0169303,0.078104
3220,-0.0169293,0.0781017
3221,-0.0169282,0.0780993
3222,-0.0169272,0.078097
3223,-0.0169262,0.0780947
3224,-0.0169252,0.0780923
3225,-0.0169242,0.07809
3226,-0.0169232,0.0780876
3227,-0.0169222,0.0780853
3228,-0.0169212,0.078083
3229,-0.0169201,0.0780806
3230,-0.0169191,0.0780783
3231,-0.0169181,0.078076
3232,-0.0169171,0.0780737
3233,-0.0169161,0.0780713
3234,-0.0169151,0.078069
3235,-0.0169141,0.0780667
3236,-0.0169131,0.0780644
3237,-0.0169121,0.0780621
3238,-0.0169111,0.0780597
3239,-0.0169101,0.0780574
3240,-0.0169091,0.0780551
3241,-0.0169081,0.0780528
3242,-0.0169071,0.0780505
3243,-0.0169061,0.0780482
3244,-0.0169051,0.0780459
3245,-0.0169041,0.0780436
3246,-0.0169031,0.0780413
3247,-0.0169021,0.078039
3248,-0.0169011,0.0780367
3249,-0.0169001,0.0780344
3250,-0.0168991,0.0780321
3251,-0.0168981,0.0780298
3252,-0.0168971,0.0780275
3253,-0.0168961,0.0780252
3254,-0.0168951,0.078023
3255,-0.0168941,0.0780207
3256,-0.0168931,0.0780184
3257,-0.0168921,0.0780161
3258,-0.0168911,0.0780138
3259,-0.0168902,0.0780115
3260,-0.0168892,0.0780093
3261,-0.0168882,0.078007
3262,-0.0168872,0.0780047
3263,-0.0168862,0.0780025
3264,-0.0168852,0.0780002
3265,-0.0168842,0.0779979
3266,-0.0168833,0.0779957
3267,-0.0168823,0.0779934
3268,-0.0168813,0.0779911
3269,-0.0168803,0.0779889
3270,-0.0168793,0.0779866
3271,-0.0168783,0.0779844
3272,-0.0168774,0.0779821
3273,-0.0168764,0.0779798
3274,-0.0168754,0.0779776
3275,-0.0168744,0.0779753
3276,-0.0168735,0.0779731
3277,-0.0168725,0.0779709
3278,-0.0168715,0.0779686
3279,-0.0168705,0.0779664
3280,-0.0168696,0.0779641
3281,-0.0168686,0.0779619
3282,-0.0168676,0.0779596
3283,-0.0168666,0.0779574
3284,-0.0168657,0.0779552
3285,-0.0168647,0.0779529
3286,-0.0168637,0.0779507
3287,-0.0168627,0.0779485
3288,-0.0168618,0.0779463
3289,-0.0168608,0.077944
3290,-0.0168598,0.0779418
3291,-0.0168589,0.0779396
3292,-0.0168579,0.0779374
3293,-0.0168569,0.0779351
3294,-0.016856,0.0779329
3295,-0.016855,0.0779307
3296,-0.0168541,0.0779285
3297,-0.0168531,0.0779263
3298,-0.0168521,0.0779241
3299,-0.0168512,0.0779219
3300,-0.0168502,0.0779197
3301,-0.0168492,0.0779175
3302,-0.0168483,0.0779153
3303,-0.0168473,0.0779131
3304,-0.0168464,0.0779109
3305,-0.0168454,0.0779087
3306,-0.0168445,0.0779065
3307,-0.0168435,0.0779043
3308,-0.0168425,0.0779021
3309,-0.0168416,0.0778999
3310,-0.0168406,0.0778977
3311,-0.0168397,0.0778955
3312,-0.0168387,0.0778933
3313,-0.0168378,0.0778911
3314,-0.0168368,0.0778889
3315,-0.0168359,0.0778868
3316,-0.0168349,0.0778846
3317,-0.016834,0.0778824
3318,-0.016833,0.0778802
3319,-0.0168321,0.0778781
