MPI 3D np=8 -O2,0.203125,0.0147086,17.3231,0.000866157,0.314042,20000,254800000000,1254400000000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.0128915,19.7649,0.000988245,0.314042,20000,254800000000,1254400000000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.0156853,6.54084,0.000812224,0.2086,8053,102595220000,505084160000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.0154328,16.5103,0.000825513,0.208425,20000,254800000000,1254400000000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.0149659,17.0254,0.000851268,0.208425,20000,254800000000,1254400000000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.0162003,15.7281,0.000786406,0.607392,20000,254800000000,1254400000000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.00272512,0.00935005,0.00467503,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.00107574,0.023686,0.011843,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.00133541,0.0190803,0.00954013,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.000636285,0.0400449,0.0200225,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.00283269,0.00899498,0.00449749,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.0026382,0.00965812,0.00482906,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.00284045,0.0089704,0.0044852,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.00065968,0.0386248,0.0193124,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.000601464,0.0423633,0.0211817,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.0016866,0.0151073,0.00755364,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.000598354,0.0425835,0.0212918,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.00265732,0.0095886,0.0047943,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.00240021,0.0106157,0.00530787,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.00222637,0.0114446,0.00572231,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.000598238,0.0425917,0.0212959,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.00142489,0.017882,0.00894101,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.000503711,0.0505846,0.0252923,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.00130118,0.0195822,0.0097911,0.369414,2,25480000,125440000,darkslategrey
MPI 3D np=8 -O2,0.203125,0.00072153,0.0353138,0.0176569,0.369616,2,25480000,125440000,darkslategrey
